timestamp_iso,uid
2025-09-08T15:57:27.279Z,411471014005751
2025-09-08T15:57:41.550Z,588291784418846
2025-09-08T15:57:46.205Z,382718693398597
2025-09-08T15:57:52.765Z,955528749284500
2025-09-08T15:57:57.868Z,290277121686767
2025-09-08T15:58:02.911Z,890264661476591
2025-09-08T15:58:06.652Z,827091372764518
2025-09-08T15:58:10.572Z,499838944203288
2025-09-08T15:58:14.588Z,440345337306012
2025-09-08T15:58:18.844Z,790501677943106
2025-09-08T15:58:21.562Z,588970613557669
2025-09-08T15:58:26.491Z,193203166817124
2025-09-08T15:58:29.229Z,444102238943172
2025-09-08T15:58:33.436Z,546832518756121
2025-09-08T15:58:38.507Z,975359945302746
2025-09-08T15:58:42.396Z,958751935609937
2025-09-08T15:58:46.156Z,179445963656413
2025-09-08T15:58:50.155Z,842636468669714
2025-09-08T15:58:53.611Z,173077409734046
2025-09-08T15:58:56.444Z,846391602602445
2025-09-08T15:58:59.563Z,996400424539973
2025-09-08T15:59:02.172Z,459072278194685
2025-09-08T15:59:08.493Z,494304565703784
2025-09-08T15:59:11.547Z,277430291021467
2025-09-08T15:59:15.036Z,214493111530480
2025-09-08T15:59:19.164Z,192901240734955
2025-09-08T15:59:22.044Z,367163550670146
2025-09-08T15:59:37.582Z,147407134584112
2025-09-08T16:00:37.916Z,742248675867806
2025-09-08T16:00:44.124Z,786629267695444
2025-09-08T16:00:51.821Z,750963385468096
2025-09-08T16:01:55.772Z,908612956000077
2025-09-08T16:02:10.123Z,589476120295342
2025-09-08T16:02:40.684Z,210477533728172
